1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	1.250000	
1.246021	1.246034	1.246048	1.246061	1.246074	1.246086	1.246099	1.246112	1.246125	1.246137	1.246150	1.246162	1.246174	1.246186	1.246199	1.246211	1.246223	1.246235	1.246246	1.246258	1.246270	1.246281	1.246293	1.246304	1.246316	1.246327	1.246338	1.246350	1.246361	1.246372	1.246383	1.246394	1.246405	1.246415	1.246426	1.246437	1.246447	1.246458	1.246468	1.246479	1.246489	1.246500	1.246510	1.246520	1.246530	1.246540	1.246550	1.246560	1.246570	1.246580	1.246590	1.246599	1.246609	1.246619	1.246628	1.246638	1.246647	1.246656	1.246666	1.246675	1.246684	1.246693	1.246703	1.246712	1.246721	1.246730	1.246739	1.246748	1.246756	1.246765	1.246774	1.246783	1.246791	1.246800	1.246808	1.246817	1.246825	1.246834	1.246842	1.246851	1.246859	1.246867	1.246875	1.246883	1.246892	1.246900	1.246908	1.246916	1.246924	1.246931	1.246939	1.246947	1.246955	1.246963	1.246970	1.246978	1.246986	1.246993	1.247001	1.247008	1.247016	1.247023	1.247031	1.247038	1.247045	1.247053	1.247060	1.247067	1.247074	1.247082	1.247089	1.247096	1.247103	1.247110	1.247117	1.247124	1.247131	1.247138	1.247144	1.247151	1.247158	1.247165	1.247171	1.247178	1.247185	1.247191	1.247198	1.247205	1.247211	1.247218	1.247224	1.247230	1.247237	1.247243	1.247250	1.247256	1.247262	1.247269	1.247275	1.247281	1.247287	1.247293	1.247299	1.247306	1.247312	1.247318	1.247324	1.247330	1.247336	1.247342	
1.242043	1.242069	1.242095	1.242121	1.242147	1.242173	1.242199	1.242224	1.242249	1.242274	1.242299	1.242324	1.242349	1.242373	1.242397	1.242421	1.242445	1.242469	1.242493	1.242516	1.242540	1.242563	1.242586	1.242609	1.242632	1.242655	1.242677	1.242700	1.242722	1.242744	1.242766	1.242788	1.242809	1.242831	1.242853	1.242874	1.242895	1.242916	1.242937	1.242958	1.242979	1.242999	1.243020	1.243040	1.243060	1.243080	1.243100	1.243120	1.243140	1.243160	1.243179	1.243199	1.243218	1.243237	1.243256	1.243275	1.243294	1.243313	1.243332	1.243350	1.243369	1.243387	1.243405	1.243423	1.243442	1.243460	1.243477	1.243495	1.243513	1.243530	1.243548	1.243565	1.243583	1.243600	1.243617	1.243634	1.243651	1.243668	1.243684	1.243701	1.243718	1.243734	1.243751	1.243767	1.243783	1.243799	1.243815	1.243831	1.243847	1.243863	1.243879	1.243894	1.243910	1.243926	1.243941	1.243956	1.243972	1.243987	1.244002	1.244017	1.244032	1.244047	1.244061	1.244076	1.244091	1.244105	1.244120	1.244134	1.244149	1.244163	1.244177	1.244192	1.244206	1.244220	1.244234	1.244248	1.244261	1.244275	1.244289	1.244302	1.244316	1.244329	1.244343	1.244356	1.244370	1.244383	1.244396	1.244409	1.244422	1.244435	1.244448	1.244461	1.244474	1.244487	1.244499	1.244512	1.244525	1.244537	1.244550	1.244562	1.244574	1.244587	1.244599	1.244611	1.244623	1.244635	1.244647	1.244659	1.244671	1.244683	
1.238064	1.238104	1.238143	1.238182	1.238221	1.238260	1.238298	1.238336	1.238374	1.238412	1.238449	1.238486	1.238523	1.238560	1.238596	1.238633	1.238669	1.238704	1.238740	1.238775	1.238810	1.238845	1.238880	1.238914	1.238948	1.238982	1.239016	1.239050	1.239083	1.239116	1.239149	1.239182	1.239215	1.239247	1.239279	1.239311	1.239343	1.239375	1.239406	1.239437	1.239468	1.239499	1.239530	1.239560	1.239591	1.239621	1.239651	1.239681	1.239710	1.239740	1.239769	1.239798	1.239827	1.239856	1.239885	1.239913	1.239942	1.239970	1.239998	1.240026	1.240053	1.240081	1.240108	1.240136	1.240163	1.240190	1.240216	1.240243	1.240270	1.240296	1.240322	1.240348	1.240374	1.240400	1.240426	1.240451	1.240477	1.240502	1.240527	1.240552	1.240577	1.240602	1.240626	1.240651	1.240675	1.240699	1.240723	1.240747	1.240771	1.240795	1.240818	1.240842	1.240865	1.240888	1.240912	1.240935	1.240957	1.240980	1.241003	1.241025	1.241048	1.241070	1.241092	1.241115	1.241137	1.241158	1.241180	1.241202	1.241223	1.241245	1.241266	1.241287	1.241309	1.241330	1.241351	1.241371	1.241392	1.241413	1.241433	1.241454	1.241474	1.241494	1.241515	1.241535	1.241555	1.241574	1.241594	1.241614	1.241634	1.241653	1.241672	1.241692	1.241711	1.241730	1.241749	1.241768	1.241787	1.241806	1.241825	1.241843	1.241862	1.241880	1.241899	1.241917	1.241935	1.241953	1.241971	1.241989	1.242007	1.242025	
1.234087	1.234139	1.234192	1.234244	1.234296	1.234347	1.234399	1.234449	1.234500	1.234550	1.234600	1.234649	1.234699	1.234747	1.234796	1.234844	1.234892	1.234940	1.234987	1.235034	1.235081	1.235127	1.235174	1.235220	1.235265	1.235310	1.235355	1.235400	1.235445	1.235489	1.235533	1.235577	1.235620	1.235663	1.235706	1.235749	1.235791	1.235833	1.235875	1.235917	1.235958	1.236000	1.236040	1.236081	1.236122	1.236162	1.236202	1.236242	1.236281	1.236320	1.236359	1.236398	1.236437	1.236475	1.236514	1.236552	1.236589	1.236627	1.236664	1.236701	1.236738	1.236775	1.236812	1.236848	1.236884	1.236920	1.236956	1.236991	1.237027	1.237062	1.237097	1.237131	1.237166	1.237200	1.237235	1.237269	1.237303	1.237336	1.237370	1.237403	1.237436	1.237469	1.237502	1.237535	1.237567	1.237599	1.237631	1.237663	1.237695	1.237727	1.237758	1.237790	1.237821	1.237852	1.237883	1.237913	1.237944	1.237974	1.238004	1.238034	1.238064	1.238094	1.238124	1.238153	1.238182	1.238212	1.238241	1.238270	1.238298	1.238327	1.238355	1.238384	1.238412	1.238440	1.238468	1.238496	1.238523	1.238551	1.238578	1.238605	1.238633	1.238660	1.238686	1.238713	1.238740	1.238766	1.238793	1.238819	1.238845	1.238871	1.238897	1.238923	1.238948	1.238974	1.238999	1.239024	1.239050	1.239075	1.239100	1.239124	1.239149	1.239174	1.239198	1.239223	1.239247	1.239271	1.239295	1.239319	1.239343	1.239367	
1.230110	1.230176	1.230241	1.230307	1.230371	1.230436	1.230500	1.230563	1.230626	1.230689	1.230751	1.230813	1.230874	1.230936	1.230996	1.231057	1.231116	1.231176	1.231235	1.231294	1.231352	1.231411	1.231468	1.231526	1.231583	1.231639	1.231696	1.231751	1.231807	1.231862	1.231917	1.231972	1.232026	1.232080	1.232134	1.232187	1.232240	1.232293	1.232345	1.232397	1.232449	1.232500	1.232552	1.232602	1.232653	1.232703	1.232753	1.232803	1.232852	1.232901	1.232950	1.232999	1.233047	1.233095	1.233143	1.233190	1.233238	1.233285	1.233331	1.233378	1.233424	1.233470	1.233515	1.233561	1.233606	1.233651	1.233695	1.233740	1.233784	1.233828	1.233872	1.233915	1.233958	1.234001	1.234044	1.234087	1.234129	1.234171	1.234213	1.234255	1.234296	1.234337	1.234378	1.234419	1.234460	1.234500	1.234540	1.234580	1.234620	1.234659	1.234699	1.234738	1.234777	1.234815	1.234854	1.234892	1.234930	1.234968	1.235006	1.235044	1.235081	1.235118	1.235155	1.235192	1.235229	1.235265	1.235301	1.235338	1.235373	1.235409	1.235445	1.235480	1.235515	1.235550	1.235585	1.235620	1.235655	1.235689	1.235723	1.235757	1.235791	1.235825	1.235859	1.235892	1.235925	1.235958	1.235991	1.236024	1.236057	1.236089	1.236122	1.236154	1.236186	1.236218	1.236250	1.236281	1.236313	1.236344	1.236375	1.236406	1.236437	1.236468	1.236498	1.236529	1.236559	1.236589	1.236619	1.236649	1.236679	1.236709	
1.226134	1.226213	1.226292	1.226370	1.226448	1.226525	1.226602	1.226678	1.226753	1.226829	1.226903	1.226978	1.227051	1.227125	1.227197	1.227270	1.227342	1.227413	1.227484	1.227555	1.227625	1.227694	1.227764	1.227832	1.227901	1.227969	1.228036	1.228103	1.228170	1.228237	1.228302	1.228368	1.228433	1.228498	1.228562	1.228626	1.228690	1.228753	1.228816	1.228878	1.228940	1.229002	1.229063	1.229124	1.229185	1.229245	1.229305	1.229365	1.229424	1.229483	1.229542	1.229600	1.229658	1.229716	1.229773	1.229830	1.229886	1.229943	1.229999	1.230054	1.230110	1.230165	1.230220	1.230274	1.230328	1.230382	1.230436	1.230489	1.230542	1.230595	1.230647	1.230699	1.230751	1.230803	1.230854	1.230905	1.230956	1.231006	1.231057	1.231107	1.231156	1.231206	1.231255	1.231304	1.231352	1.231401	1.231449	1.231497	1.231545	1.231592	1.231639	1.231686	1.231733	1.231779	1.231826	1.231872	1.231917	1.231963	1.232008	1.232053	1.232098	1.232143	1.232187	1.232231	1.232275	1.232319	1.232363	1.232406	1.232449	1.232492	1.232535	1.232577	1.232619	1.232661	1.232703	1.232745	1.232786	1.232828	1.232869	1.232910	1.232950	1.232991	1.233031	1.233071	1.233111	1.233151	1.233190	1.233230	1.233269	1.233308	1.233347	1.233385	1.233424	1.233462	1.233500	1.233538	1.233576	1.233613	1.233651	1.233688	1.233725	1.233762	1.233799	1.233835	1.233872	1.233908	1.233944	1.233980	1.234016	1.234051	
1.222159	1.222252	1.222343	1.222435	1.222525	1.222615	1.222705	1.222794	1.222882	1.222970	1.223057	1.223143	1.223229	1.223315	1.223400	1.223484	1.223568	1.223651	1.223734	1.223816	1.223898	1.223979	1.224060	1.224140	1.224220	1.224299	1.224378	1.224456	1.224534	1.224612	1.224688	1.224765	1.224841	1.224916	1.224991	1.225066	1.225140	1.225214	1.225287	1.225360	1.225432	1.225504	1.225576	1.225647	1.225718	1.225788	1.225858	1.225928	1.225997	1.226066	1.226134	1.226202	1.226269	1.226337	1.226403	1.226470	1.226536	1.226602	1.226667	1.226732	1.226796	1.226861	1.226925	1.226988	1.227051	1.227114	1.227177	1.227239	1.227301	1.227362	1.227423	1.227484	1.227545	1.227605	1.227665	1.227724	1.227783	1.227842	1.227901	1.227959	1.228017	1.228075	1.228132	1.228189	1.228246	1.228302	1.228359	1.228415	1.228470	1.228525	1.228580	1.228635	1.228690	1.228744	1.228798	1.228851	1.228905	1.228958	1.229011	1.229063	1.229116	1.229168	1.229220	1.229271	1.229322	1.229373	1.229424	1.229475	1.229525	1.229575	1.229625	1.229674	1.229724	1.229773	1.229822	1.229870	1.229919	1.229967	1.230015	1.230062	1.230110	1.230157	1.230204	1.230251	1.230297	1.230344	1.230390	1.230436	1.230481	1.230527	1.230572	1.230617	1.230662	1.230707	1.230751	1.230795	1.230839	1.230883	1.230927	1.230970	1.231014	1.231057	1.231099	1.231142	1.231185	1.231227	1.231269	1.231311	1.231352	1.231394	
1.218186	1.218292	1.218396	1.218501	1.218604	1.218707	1.218809	1.218911	1.219011	1.219112	1.219211	1.219310	1.219408	1.219506	1.219603	1.219699	1.219795	1.219890	1.219985	1.220079	1.220172	1.220265	1.220358	1.220449	1.220540	1.220631	1.220721	1.220810	1.220899	1.220988	1.221075	1.221163	1.221250	1.221336	1.221422	1.221507	1.221592	1.221676	1.221760	1.221843	1.221925	1.222008	1.222090	1.222171	1.222252	1.222332	1.222412	1.222491	1.222570	1.222649	1.222727	1.222805	1.222882	1.222959	1.223035	1.223111	1.223186	1.223261	1.223336	1.223410	1.223484	1.223557	1.223630	1.223703	1.223775	1.223847	1.223918	1.223989	1.224060	1.224130	1.224200	1.224270	1.224339	1.224407	1.224476	1.224544	1.224612	1.224679	1.224746	1.224812	1.224879	1.224945	1.225010	1.225075	1.225140	1.225205	1.225269	1.225333	1.225396	1.225459	1.225522	1.225585	1.225647	1.225709	1.225771	1.225832	1.225893	1.225954	1.226014	1.226074	1.226134	1.226193	1.226253	1.226311	1.226370	1.226428	1.226486	1.226544	1.226602	1.226659	1.226716	1.226772	1.226829	1.226885	1.226941	1.226996	1.227051	1.227106	1.227161	1.227216	1.227270	1.227324	1.227377	1.227431	1.227484	1.227537	1.227590	1.227642	1.227694	1.227746	1.227798	1.227850	1.227901	1.227952	1.228003	1.228053	1.228103	1.228154	1.228203	1.228253	1.228302	1.228352	1.228401	1.228449	1.228498	1.228546	1.228594	1.228642	1.228690	1.228737	
1.214214	1.214333	1.214451	1.214568	1.214685	1.214800	1.214915	1.215029	1.215143	1.215255	1.215367	1.215478	1.215589	1.215699	1.215808	1.215916	1.216024	1.216131	1.216237	1.216343	1.216448	1.216553	1.216656	1.216759	1.216862	1.216964	1.217065	1.217166	1.217266	1.217365	1.217464	1.217562	1.217660	1.217757	1.217853	1.217949	1.218044	1.218139	1.218233	1.218327	1.218420	1.218512	1.218604	1.218696	1.218786	1.218877	1.218967	1.219056	1.219145	1.219233	1.219321	1.219408	1.219495	1.219582	1.219667	1.219753	1.219838	1.219922	1.220006	1.220089	1.220172	1.220255	1.220337	1.220419	1.220500	1.220581	1.220661	1.220741	1.220820	1.220899	1.220978	1.221056	1.221134	1.221211	1.221288	1.221364	1.221441	1.221516	1.221592	1.221666	1.221741	1.221815	1.221889	1.221962	1.222035	1.222108	1.222180	1.222252	1.222323	1.222394	1.222465	1.222535	1.222605	1.222675	1.222744	1.222813	1.222882	1.222950	1.223018	1.223086	1.223153	1.223220	1.223286	1.223352	1.223418	1.223484	1.223549	1.223614	1.223679	1.223743	1.223807	1.223871	1.223934	1.223997	1.224060	1.224122	1.224185	1.224247	1.224308	1.224369	1.224430	1.224491	1.224551	1.224612	1.224671	1.224731	1.224790	1.224849	1.224908	1.224966	1.225025	1.225082	1.225140	1.225198	1.225255	1.225311	1.225368	1.225424	1.225480	1.225536	1.225592	1.225647	1.225702	1.225757	1.225812	1.225866	1.225920	1.225974	1.226027	1.226081	
