0.6404	0.6340	0.6276	0.6211	0.6146	0.6081	0.6015	0.5949	0.5882	0.5815	0.5748	0.5680	0.5612	0.5543	0.5474	0.5405	0.5335	0.5265	0.5194	0.5124	0.5052	0.4980	0.4908	0.4836	0.4763	0.4690	0.4616	0.4542	0.4468	0.4393	0.4318	0.4242	0.4167	0.4090	0.4014	0.3937	0.3860	0.3783	0.3705	0.3627	0.3549	0.3471	0.3392	0.3313	0.3234	0.3155	0.3076	0.2997	0.2917	0.2838	0.2758	0.2678	0.2599	0.2519	0.2440	0.2361	0.2282	0.2203	0.2124	0.2046	0.1968	0.1891	0.1814	0.1738	0.1662	0.1587	0.1512	0.1439	0.1366	0.1294	0.1223	0.1154	0.1085	0.1018	0.0952	0.0888	0.0825	0.0764	0.0704	0.0646	0.0591	0.0537	0.0485	0.0435	0.0388	0.0343	0.0300	0.0260	0.0223	0.0188	0.0156	0.0127	0.0101	0.0077	0.0057	0.0040	0.0025	0.0014	0.0006	0.0002	0.0000	0.0002	0.0006	0.0014	0.0025	0.0040	0.0057	0.0077	0.0101	0.0127	0.0156	0.0188	0.0223	0.0260	0.0300	0.0343	0.0388	0.0435	0.0485	0.0537	0.0591	0.0646	0.0704	0.0764	0.0825	0.0888	0.0952	0.1018	0.1085	0.1154	0.1223	0.1294	0.1366	0.1439	0.1512	0.1587	0.1662	0.1738	0.1814	0.1891	0.1968	0.2046	0.2124	0.2203	0.2282	0.2361	0.2440	0.2519	0.2599	0.2678	0.2758	0.2838	0.2917	0.2997	0.3076	0.3155	0.3234	0.3313	0.3392	0.3471	0.3549	0.3627	0.3705	0.3783	0.3860	0.3937	0.4014	0.4090	0.4167	0.4242	0.4318	0.4393	0.4468	0.4542	0.4616	0.4690	0.4763	0.4836	0.4908	0.4980	0.5052	0.5124	0.5194	0.5265	0.5335	0.5405	0.5474	0.5543	0.5612	0.5680	0.5748	0.5815	0.5882	0.5949	0.6015	0.6081	0.6146	0.6211	0.6276	0.6340	
0.6372	0.6308	0.6243	0.6178	0.6112	0.6046	0.5980	0.5913	0.5846	0.5778	0.5710	0.5642	0.5573	0.5504	0.5434	0.5364	0.5294	0.5223	0.5152	0.5080	0.5008	0.4935	0.4862	0.4789	0.4715	0.4641	0.4566	0.4491	0.4416	0.4340	0.4264	0.4188	0.4111	0.4034	0.3956	0.3878	0.3800	0.3721	0.3643	0.3563	0.3484	0.3404	0.3324	0.3244	0.3164	0.3083	0.3003	0.2922	0.2841	0.2760	0.2678	0.2597	0.2516	0.2435	0.2354	0.2273	0.2192	0.2111	0.2031	0.1951	0.1871	0.1792	0.1713	0.1634	0.1557	0.1480	0.1403	0.1327	0.1253	0.1179	0.1106	0.1034	0.0964	0.0894	0.0826	0.0760	0.0695	0.0631	0.0570	0.0510	0.0452	0.0397	0.0343	0.0291	0.0242	0.0196	0.0151	0.0110	0.0071	0.0035	0.0002	-0.0029	-0.0056	-0.0080	-0.0102	-0.0120	-0.0134	-0.0146	-0.0154	-0.0159	-0.0161	-0.0159	-0.0154	-0.0146	-0.0134	-0.0120	-0.0102	-0.0080	-0.0056	-0.0029	0.0002	0.0035	0.0071	0.0110	0.0151	0.0196	0.0242	0.0291	0.0343	0.0397	0.0452	0.0510	0.0570	0.0631	0.0695	0.0760	0.0826	0.0894	0.0964	0.1034	0.1106	0.1179	0.1253	0.1327	0.1403	0.1480	0.1557	0.1634	0.1713	0.1792	0.1871	0.1951	0.2031	0.2111	0.2192	0.2273	0.2354	0.2435	0.2516	0.2597	0.2678	0.2760	0.2841	0.2922	0.3003	0.3083	0.3164	0.3244	0.3324	0.3404	0.3484	0.3563	0.3643	0.3721	0.3800	0.3878	0.3956	0.4034	0.4111	0.4188	0.4264	0.4340	0.4416	0.4491	0.4566	0.4641	0.4715	0.4789	0.4862	0.4935	0.5008	0.5080	0.5152	0.5223	0.5294	0.5364	0.5434	0.5504	0.5573	0.5642	0.5710	0.5778	0.5846	0.5913	0.5980	0.6046	0.6112	0.6178	0.6243	0.6308	
0.6341	0.6276	0.6211	0.6145	0.6079	0.6012	0.5945	0.5878	0.5810	0.5742	0.5673	0.5604	0.5535	0.5465	0.5395	0.5324	0.5253	0.5181	0.5109	0.5037	0.4964	0.4890	0.4816	0.4742	0.4668	0.4593	0.4517	0.4441	0.4365	0.4288	0.4211	0.4134	0.4056	0.3977	0.3899	0.3820	0.3740	0.3660	0.3580	0.3500	0.3419	0.3338	0.3257	0.3175	0.3094	0.3012	0.2929	0.2847	0.2764	0.2682	0.2599	0.2516	0.2433	0.2350	0.2267	0.2185	0.2102	0.2019	0.1937	0.1855	0.1773	0.1692	0.1611	0.1531	0.1451	0.1372	0.1293	0.1215	0.1138	0.1062	0.0987	0.0913	0.0840	0.0769	0.0699	0.0630	0.0563	0.0498	0.0434	0.0372	0.0312	0.0254	0.0199	0.0145	0.0094	0.0046	0.0000	-0.0043	-0.0084	-0.0121	-0.0156	-0.0187	-0.0216	-0.0241	-0.0263	-0.0282	-0.0297	-0.0309	-0.0318	-0.0323	-0.0325	-0.0323	-0.0318	-0.0309	-0.0297	-0.0282	-0.0263	-0.0241	-0.0216	-0.0187	-0.0156	-0.0121	-0.0084	-0.0043	-0.0000	0.0046	0.0094	0.0145	0.0199	0.0254	0.0312	0.0372	0.0434	0.0498	0.0563	0.0630	0.0699	0.0769	0.0840	0.0913	0.0987	0.1062	0.1138	0.1215	0.1293	0.1372	0.1451	0.1531	0.1611	0.1692	0.1773	0.1855	0.1937	0.2019	0.2102	0.2185	0.2267	0.2350	0.2433	0.2516	0.2599	0.2682	0.2764	0.2847	0.2929	0.3012	0.3094	0.3175	0.3257	0.3338	0.3419	0.3500	0.3580	0.3660	0.3740	0.3820	0.3899	0.3977	0.4056	0.4134	0.4211	0.4288	0.4365	0.4441	0.4517	0.4593	0.4668	0.4742	0.4816	0.4890	0.4964	0.5037	0.5109	0.5181	0.5253	0.5324	0.5395	0.5465	0.5535	0.5604	0.5673	0.5742	0.5810	0.5878	0.5945	0.6012	0.6079	0.6145	0.6211	0.6276	
0.6310	0.6245	0.6179	0.6113	0.6046	0.5979	0.5911	0.5843	0.5775	0.5706	0.5637	0.5567	0.5497	0.5427	0.5356	0.5284	0.5212	0.5140	0.5067	0.4994	0.4920	0.4846	0.4771	0.4696	0.4621	0.4545	0.4468	0.4391	0.4314	0.4236	0.4158	0.4080	0.4001	0.3921	0.3841	0.3761	0.3681	0.3600	0.3518	0.3437	0.3355	0.3272	0.3190	0.3107	0.3023	0.2940	0.2856	0.2772	0.2688	0.2604	0.2519	0.2435	0.2350	0.2266	0.2181	0.2096	0.2012	0.1927	0.1843	0.1759	0.1675	0.1592	0.1509	0.1426	0.1344	0.1263	0.1182	0.1102	0.1023	0.0945	0.0867	0.0791	0.0716	0.0642	0.0570	0.0499	0.0430	0.0362	0.0296	0.0232	0.0170	0.0110	0.0052	-0.0003	-0.0056	-0.0106	-0.0154	-0.0199	-0.0241	-0.0280	-0.0316	-0.0349	-0.0379	-0.0405	-0.0428	-0.0448	-0.0464	-0.0476	-0.0485	-0.0491	-0.0492	-0.0491	-0.0485	-0.0476	-0.0464	-0.0448	-0.0428	-0.0405	-0.0379	-0.0349	-0.0316	-0.0280	-0.0241	-0.0199	-0.0154	-0.0106	-0.0056	-0.0003	0.0052	0.0110	0.0170	0.0232	0.0296	0.0362	0.0430	0.0499	0.0570	0.0642	0.0716	0.0791	0.0867	0.0945	0.1023	0.1102	0.1182	0.1263	0.1344	0.1426	0.1509	0.1592	0.1675	0.1759	0.1843	0.1927	0.2012	0.2096	0.2181	0.2266	0.2350	0.2435	0.2519	0.2604	0.2688	0.2772	0.2856	0.2940	0.3023	0.3107	0.3190	0.3272	0.3355	0.3437	0.3518	0.3600	0.3681	0.3761	0.3841	0.3921	0.4001	0.4080	0.4158	0.4236	0.4314	0.4391	0.4468	0.4545	0.4621	0.4696	0.4771	0.4846	0.4920	0.4994	0.5067	0.5140	0.5212	0.5284	0.5356	0.5427	0.5497	0.5567	0.5637	0.5706	0.5775	0.5843	0.5911	0.5979	0.6046	0.6113	0.6179	0.6245	
0.6280	0.6214	0.6147	0.6081	0.6013	0.5946	0.5878	0.5809	0.5740	0.5671	0.5601	0.5531	0.5460	0.5389	0.5317	0.5245	0.5172	0.5099	0.5025	0.4951	0.4877	0.4802	0.4726	0.4650	0.4574	0.4497	0.4420	0.4342	0.4264	0.4185	0.4106	0.4026	0.3946	0.3866	0.3785	0.3703	0.3622	0.3539	0.3457	0.3374	0.3290	0.3207	0.3123	0.3038	0.2954	0.2869	0.2783	0.2698	0.2612	0.2526	0.2440	0.2354	0.2267	0.2181	0.2094	0.2008	0.1921	0.1835	0.1749	0.1663	0.1577	0.1492	0.1406	0.1322	0.1237	0.1154	0.1071	0.0988	0.0907	0.0826	0.0747	0.0668	0.0591	0.0514	0.0440	0.0366	0.0294	0.0224	0.0156	0.0090	0.0025	-0.0037	-0.0097	-0.0154	-0.0209	-0.0261	-0.0311	-0.0358	-0.0402	-0.0442	-0.0480	-0.0514	-0.0545	-0.0572	-0.0596	-0.0617	-0.0634	-0.0647	-0.0656	-0.0662	-0.0664	-0.0662	-0.0656	-0.0647	-0.0634	-0.0617	-0.0596	-0.0572	-0.0545	-0.0514	-0.0480	-0.0442	-0.0402	-0.0358	-0.0311	-0.0261	-0.0209	-0.0154	-0.0097	-0.0037	0.0025	0.0090	0.0156	0.0224	0.0294	0.0366	0.0440	0.0514	0.0591	0.0668	0.0747	0.0826	0.0907	0.0988	0.1071	0.1154	0.1237	0.1322	0.1406	0.1492	0.1577	0.1663	0.1749	0.1835	0.1921	0.2008	0.2094	0.2181	0.2267	0.2354	0.2440	0.2526	0.2612	0.2698	0.2783	0.2869	0.2954	0.3038	0.3123	0.3207	0.3290	0.3374	0.3457	0.3539	0.3622	0.3703	0.3785	0.3866	0.3946	0.4026	0.4106	0.4185	0.4264	0.4342	0.4420	0.4497	0.4574	0.4650	0.4726	0.4802	0.4877	0.4951	0.5025	0.5099	0.5172	0.5245	0.5317	0.5389	0.5460	0.5531	0.5601	0.5671	0.5740	0.5809	0.5878	0.5946	0.6013	0.6081	0.6147	0.6214	
0.6250	0.6183	0.6116	0.6049	0.5981	0.5913	0.5845	0.5775	0.5706	0.5636	0.5565	0.5494	0.5423	0.5351	0.5279	0.5206	0.5132	0.5058	0.4984	0.4909	0.4834	0.4758	0.4682	0.4605	0.4528	0.4450	0.4372	0.4293	0.4214	0.4134	0.4054	0.3973	0.3892	0.3810	0.3728	0.3646	0.3563	0.3479	0.3396	0.3311	0.3227	0.3142	0.3056	0.2970	0.2884	0.2798	0.2711	0.2624	0.2536	0.2449	0.2361	0.2273	0.2185	0.2096	0.2008	0.1920	0.1831	0.1743	0.1654	0.1566	0.1478	0.1391	0.1303	0.1216	0.1130	0.1044	0.0959	0.0874	0.0790	0.0707	0.0625	0.0544	0.0464	0.0385	0.0308	0.0232	0.0158	0.0085	0.0014	-0.0054	-0.0121	-0.0186	-0.0248	-0.0308	-0.0365	-0.0419	-0.0471	-0.0519	-0.0565	-0.0608	-0.0647	-0.0682	-0.0715	-0.0743	-0.0768	-0.0790	-0.0807	-0.0821	-0.0831	-0.0836	-0.0838	-0.0836	-0.0831	-0.0821	-0.0807	-0.0790	-0.0768	-0.0743	-0.0715	-0.0682	-0.0647	-0.0608	-0.0565	-0.0519	-0.0471	-0.0419	-0.0365	-0.0308	-0.0248	-0.0186	-0.0121	-0.0054	0.0014	0.0085	0.0158	0.0232	0.0308	0.0385	0.0464	0.0544	0.0625	0.0707	0.0790	0.0874	0.0959	0.1044	0.1130	0.1216	0.1303	0.1391	0.1478	0.1566	0.1654	0.1743	0.1831	0.1920	0.2008	0.2096	0.2185	0.2273	0.2361	0.2449	0.2536	0.2624	0.2711	0.2798	0.2884	0.2970	0.3056	0.3142	0.3227	0.3311	0.3396	0.3479	0.3563	0.3646	0.3728	0.3810	0.3892	0.3973	0.4054	0.4134	0.4214	0.4293	0.4372	0.4450	0.4528	0.4605	0.4682	0.4758	0.4834	0.4909	0.4984	0.5058	0.5132	0.5206	0.5279	0.5351	0.5423	0.5494	0.5565	0.5636	0.5706	0.5775	0.5845	0.5913	0.5981	0.6049	0.6116	0.6183	
0.6220	0.6153	0.6086	0.6018	0.5950	0.5881	0.5812	0.5742	0.5672	0.5601	0.5530	0.5459	0.5386	0.5314	0.5241	0.5167	0.5093	0.5019	0.4943	0.4868	0.4792	0.4715	0.4638	0.4560	0.4482	0.4403	0.4324	0.4245	0.4164	0.4084	0.4002	0.3921	0.3838	0.3756	0.3672	0.3589	0.3505	0.3420	0.3335	0.3249	0.3163	0.3077	0.2990	0.2903	0.2815	0.2727	0.2638	0.2550	0.2461	0.2371	0.2282	0.2192	0.2102	0.2012	0.1921	0.1831	0.1741	0.1650	0.1560	0.1470	0.1379	0.1290	0.1200	0.1111	0.1022	0.0933	0.0846	0.0758	0.0672	0.0586	0.0502	0.0418	0.0336	0.0254	0.0174	0.0096	0.0019	-0.0056	-0.0129	-0.0201	-0.0270	-0.0337	-0.0402	-0.0464	-0.0523	-0.0580	-0.0634	-0.0684	-0.0732	-0.0776	-0.0817	-0.0854	-0.0888	-0.0918	-0.0944	-0.0966	-0.0985	-0.0999	-0.1009	-0.1015	-0.1017	-0.1015	-0.1009	-0.0999	-0.0985	-0.0966	-0.0944	-0.0918	-0.0888	-0.0854	-0.0817	-0.0776	-0.0732	-0.0684	-0.0634	-0.0580	-0.0523	-0.0464	-0.0402	-0.0337	-0.0270	-0.0201	-0.0129	-0.0056	0.0019	0.0096	0.0174	0.0254	0.0336	0.0418	0.0502	0.0586	0.0672	0.0758	0.0846	0.0933	0.1022	0.1111	0.1200	0.1290	0.1379	0.1470	0.1560	0.1650	0.1741	0.1831	0.1921	0.2012	0.2102	0.2192	0.2282	0.2371	0.2461	0.2550	0.2638	0.2727	0.2815	0.2903	0.2990	0.3077	0.3163	0.3249	0.3335	0.3420	0.3505	0.3589	0.3672	0.3756	0.3838	0.3921	0.4002	0.4084	0.4164	0.4245	0.4324	0.4403	0.4482	0.4560	0.4638	0.4715	0.4792	0.4868	0.4943	0.5019	0.5093	0.5167	0.5241	0.5314	0.5386	0.5459	0.5530	0.5601	0.5672	0.5742	0.5812	0.5881	0.5950	0.6018	0.6086	0.6153	
0.6191	0.6124	0.6056	0.5987	0.5919	0.5849	0.5780	0.5709	0.5639	0.5567	0.5496	0.5423	0.5351	0.5277	0.5204	0.5129	0.5054	0.4979	0.4903	0.4827	0.4750	0.4673	0.4595	0.4516	0.4437	0.4357	0.4277	0.4197	0.4115	0.4034	0.3951	0.3869	0.3785	0.3701	0.3617	0.3532	0.3447	0.3361	0.3274	0.3187	0.3100	0.3012	0.2924	0.2835	0.2746	0.2656	0.2566	0.2476	0.2385	0.2294	0.2203	0.2111	0.2019	0.1927	0.1835	0.1743	0.1650	0.1558	0.1465	0.1373	0.1280	0.1188	0.1096	0.1005	0.0913	0.0822	0.0732	0.0642	0.0553	0.0465	0.0378	0.0291	0.0206	0.0122	0.0040	-0.0042	-0.0121	-0.0199	-0.0275	-0.0349	-0.0421	-0.0491	-0.0558	-0.0622	-0.0684	-0.0743	-0.0799	-0.0852	-0.0902	-0.0948	-0.0991	-0.1030	-0.1065	-0.1096	-0.1123	-0.1147	-0.1166	-0.1181	-0.1192	-0.1198	-0.1200	-0.1198	-0.1192	-0.1181	-0.1166	-0.1147	-0.1123	-0.1096	-0.1065	-0.1030	-0.0991	-0.0948	-0.0902	-0.0852	-0.0799	-0.0743	-0.0684	-0.0622	-0.0558	-0.0491	-0.0421	-0.0349	-0.0275	-0.0199	-0.0121	-0.0042	0.0040	0.0122	0.0206	0.0291	0.0378	0.0465	0.0553	0.0642	0.0732	0.0822	0.0913	0.1005	0.1096	0.1188	0.1280	0.1373	0.1465	0.1558	0.1650	0.1743	0.1835	0.1927	0.2019	0.2111	0.2203	0.2294	0.2385	0.2476	0.2566	0.2656	0.2746	0.2835	0.2924	0.3012	0.3100	0.3187	0.3274	0.3361	0.3447	0.3532	0.3617	0.3701	0.3785	0.3869	0.3951	0.4034	0.4115	0.4197	0.4277	0.4357	0.4437	0.4516	0.4595	0.4673	0.4750	0.4827	0.4903	0.4979	0.5054	0.5129	0.5204	0.5277	0.5351	0.5423	0.5496	0.5567	0.5639	0.5709	0.5780	0.5849	0.5919	0.5987	0.6056	0.6124	
0.6162	0.6094	0.6026	0.5957	0.5888	0.5818	0.5748	0.5677	0.5606	0.5534	0.5461	0.5389	0.5315	0.5241	0.5167	0.5092	0.5016	0.4940	0.4864	0.4786	0.4709	0.4631	0.4552	0.4472	0.4392	0.4312	0.4231	0.4149	0.4067	0.3984	0.3901	0.3817	0.3733	0.3648	0.3562	0.3476	0.3389	0.3302	0.3215	0.3126	0.3038	0.2948	0.2859	0.2768	0.2678	0.2586	0.2495	0.2403	0.2310	0.2218	0.2124	0.2031	0.1937	0.1843	0.1749	0.1654	0.1560	0.1465	0.1370	0.1276	0.1181	0.1087	0.0992	0.0898	0.0804	0.0711	0.0618	0.0526	0.0434	0.0343	0.0253	0.0164	0.0076	-0.0011	-0.0097	-0.0181	-0.0263	-0.0344	-0.0423	-0.0500	-0.0574	-0.0647	-0.0717	-0.0784	-0.0848	-0.0910	-0.0968	-0.1023	-0.1075	-0.1123	-0.1168	-0.1209	-0.1246	-0.1278	-0.1307	-0.1331	-0.1352	-0.1367	-0.1378	-0.1385	-0.1387	-0.1385	-0.1378	-0.1367	-0.1352	-0.1331	-0.1307	-0.1278	-0.1246	-0.1209	-0.1168	-0.1123	-0.1075	-0.1023	-0.0968	-0.0910	-0.0848	-0.0784	-0.0717	-0.0647	-0.0574	-0.0500	-0.0423	-0.0344	-0.0263	-0.0181	-0.0097	-0.0011	0.0076	0.0164	0.0253	0.0343	0.0434	0.0526	0.0618	0.0711	0.0804	0.0898	0.0992	0.1087	0.1181	0.1276	0.1370	0.1465	0.1560	0.1654	0.1749	0.1843	0.1937	0.2031	0.2124	0.2218	0.2310	0.2403	0.2495	0.2586	0.2678	0.2768	0.2859	0.2948	0.3038	0.3126	0.3215	0.3302	0.3389	0.3476	0.3562	0.3648	0.3733	0.3817	0.3901	0.3984	0.4067	0.4149	0.4231	0.4312	0.4392	0.4472	0.4552	0.4631	0.4709	0.4786	0.4864	0.4940	0.5016	0.5092	0.5167	0.5241	0.5315	0.5389	0.5461	0.5534	0.5606	0.5677	0.5748	0.5818	0.5888	0.5957	0.6026	0.6094	
0.6134	0.6066	0.5997	0.5928	0.5858	0.5787	0.5716	0.5645	0.5573	0.5501	0.5428	0.5354	0.5280	0.5206	0.5131	0.5055	0.4979	0.4902	0.4825	0.4747	0.4668	0.4589	0.4509	0.4429	0.4348	0.4267	0.4185	0.4102	0.4019	0.3935	0.3851	0.3766	0.3681	0.3595	0.3508	0.3421	0.3333	0.3244	0.3155	0.3066	0.2976	0.2885	0.2794	0.2702	0.2610	0.2517	0.2424	0.2330	0.2236	0.2141	0.2046	0.1951	0.1855	0.1759	0.1663	0.1566	0.1470	0.1373	0.1276	0.1179	0.1082	0.0985	0.0888	0.0791	0.0695	0.0599	0.0503	0.0408	0.0314	0.0220	0.0127	0.0035	-0.0056	-0.0146	-0.0234	-0.0321	-0.0407	-0.0491	-0.0572	-0.0652	-0.0730	-0.0805	-0.0878	-0.0948	-0.1015	-0.1079	-0.1140	-0.1198	-0.1252	-0.1303	-0.1349	-0.1392	-0.1431	-0.1465	-0.1495	-0.1520	-0.1542	-0.1558	-0.1570	-0.1577	-0.1579	-0.1577	-0.1570	-0.1558	-0.1542	-0.1520	-0.1495	-0.1465	-0.1431	-0.1392	-0.1349	-0.1303	-0.1252	-0.1198	-0.1140	-0.1079	-0.1015	-0.0948	-0.0878	-0.0805	-0.0730	-0.0652	-0.0572	-0.0491	-0.0407	-0.0321	-0.0234	-0.0146	-0.0056	0.0035	0.0127	0.0220	0.0314	0.0408	0.0503	0.0599	0.0695	0.0791	0.0888	0.0985	0.1082	0.1179	0.1276	0.1373	0.1470	0.1566	0.1663	0.1759	0.1855	0.1951	0.2046	0.2141	0.2236	0.2330	0.2424	0.2517	0.2610	0.2702	0.2794	0.2885	0.2976	0.3066	0.3155	0.3244	0.3333	0.3421	0.3508	0.3595	0.3681	0.3766	0.3851	0.3935	0.4019	0.4102	0.4185	0.4267	0.4348	0.4429	0.4509	0.4589	0.4668	0.4747	0.4825	0.4902	0.4979	0.5055	0.5131	0.5206	0.5280	0.5354	0.5428	0.5501	0.5573	0.5645	0.5716	0.5787	0.5858	0.5928	0.5997	0.6066	
