0.9602	0.9598	0.9594	0.9590	0.9586	0.9581	0.9577	0.9572	0.9568	0.9563	0.9559	0.9554	0.9549	0.9544	0.9540	0.9535	0.9530	0.9525	0.9520	0.9516	0.9511	0.9507	0.9502	0.9498	0.9494	0.9491	0.9487	0.9484	0.9481	0.9479	0.9477	0.9476	0.9475	0.9475	0.9475	0.9476	0.9478	0.9481	0.9484	0.9489	0.9494	0.9500	0.9507	0.9515	0.9525	0.9535	0.9546	0.9559	0.9572	0.9587	0.9602	0.9618	0.9636	0.9654	0.9673	0.9693	0.9713	0.9734	0.9756	0.9778	0.9800	0.9823	0.9845	0.9868	0.9891	0.9914	0.9937	0.9960	0.9982	1.0004	1.0026	1.0047	1.0068	1.0088	1.0108	1.0127	1.0146	1.0164	1.0181	1.0198	1.0213	1.0229	1.0243	1.0257	1.0270	1.0282	1.0294	1.0305	1.0316	1.0326	1.0335	1.0344	1.0352	1.0359	1.0366	1.0373	1.0379	1.0384	1.0389	1.0394	
0.9598	0.9594	0.9590	0.9585	0.9581	0.9576	0.9572	0.9567	0.9562	0.9557	0.9552	0.9547	0.9542	0.9537	0.9532	0.9527	0.9522	0.9517	0.9511	0.9506	0.9501	0.9496	0.9492	0.9487	0.9483	0.9478	0.9474	0.9471	0.9467	0.9465	0.9462	0.9460	0.9459	0.9458	0.9458	0.9459	0.9460	0.9463	0.9466	0.9470	0.9475	0.9481	0.9488	0.9497	0.9506	0.9516	0.9528	0.9541	0.9555	0.9570	0.9586	0.9603	0.9621	0.9640	0.9660	0.9680	0.9702	0.9724	0.9747	0.9770	0.9793	0.9817	0.9841	0.9865	0.9889	0.9913	0.9937	0.9961	0.9985	1.0008	1.0030	1.0053	1.0074	1.0095	1.0116	1.0136	1.0155	1.0173	1.0191	1.0208	1.0225	1.0240	1.0255	1.0269	1.0282	1.0295	1.0307	1.0318	1.0329	1.0339	1.0348	1.0357	1.0365	1.0372	1.0379	1.0385	1.0391	1.0397	1.0402	1.0406	
0.9594	0.9590	0.9586	0.9581	0.9576	0.9572	0.9567	0.9562	0.9557	0.9552	0.9546	0.9541	0.9536	0.9530	0.9525	0.9519	0.9514	0.9508	0.9502	0.9497	0.9491	0.9486	0.9481	0.9475	0.9470	0.9466	0.9461	0.9457	0.9453	0.9450	0.9447	0.9444	0.9442	0.9441	0.9440	0.9441	0.9442	0.9444	0.9446	0.9450	0.9455	0.9461	0.9468	0.9476	0.9486	0.9497	0.9509	0.9522	0.9536	0.9552	0.9568	0.9586	0.9605	0.9625	0.9646	0.9667	0.9690	0.9713	0.9737	0.9761	0.9786	0.9811	0.9837	0.9862	0.9887	0.9913	0.9938	0.9963	0.9987	1.0012	1.0035	1.0058	1.0081	1.0103	1.0124	1.0145	1.0165	1.0184	1.0202	1.0220	1.0237	1.0252	1.0268	1.0282	1.0296	1.0308	1.0321	1.0332	1.0343	1.0352	1.0362	1.0370	1.0378	1.0386	1.0393	1.0399	1.0405	1.0410	1.0414	1.0419	
0.9591	0.9586	0.9581	0.9577	0.9572	0.9567	0.9562	0.9557	0.9551	0.9546	0.9540	0.9535	0.9529	0.9523	0.9517	0.9511	0.9505	0.9499	0.9493	0.9487	0.9481	0.9475	0.9470	0.9464	0.9458	0.9453	0.9448	0.9443	0.9438	0.9434	0.9431	0.9428	0.9425	0.9423	0.9422	0.9422	0.9422	0.9424	0.9426	0.9430	0.9434	0.9440	0.9447	0.9455	0.9465	0.9476	0.9488	0.9501	0.9516	0.9532	0.9550	0.9568	0.9588	0.9609	0.9631	0.9654	0.9677	0.9702	0.9727	0.9753	0.9779	0.9805	0.9832	0.9859	0.9885	0.9912	0.9939	0.9965	0.9991	1.0016	1.0041	1.0065	1.0088	1.0111	1.0133	1.0155	1.0175	1.0195	1.0214	1.0232	1.0249	1.0266	1.0281	1.0296	1.0310	1.0323	1.0335	1.0346	1.0357	1.0367	1.0376	1.0385	1.0393	1.0400	1.0407	1.0413	1.0418	1.0423	1.0428	1.0432	
0.9587	0.9582	0.9577	0.9573	0.9568	0.9562	0.9557	0.9552	0.9546	0.9540	0.9535	0.9529	0.9523	0.9516	0.9510	0.9504	0.9497	0.9491	0.9484	0.9478	0.9471	0.9465	0.9458	0.9452	0.9446	0.9440	0.9434	0.9428	0.9423	0.9418	0.9414	0.9410	0.9407	0.9405	0.9403	0.9402	0.9402	0.9403	0.9405	0.9408	0.9412	0.9418	0.9424	0.9433	0.9442	0.9453	0.9466	0.9480	0.9495	0.9512	0.9530	0.9549	0.9570	0.9592	0.9615	0.9639	0.9664	0.9690	0.9717	0.9744	0.9771	0.9799	0.9827	0.9855	0.9884	0.9912	0.9940	0.9967	0.9994	1.0021	1.0047	1.0072	1.0097	1.0120	1.0143	1.0165	1.0187	1.0207	1.0227	1.0245	1.0263	1.0280	1.0295	1.0310	1.0324	1.0337	1.0350	1.0361	1.0372	1.0382	1.0391	1.0400	1.0407	1.0415	1.0421	1.0427	1.0432	1.0437	1.0442	1.0446	
0.9583	0.9579	0.9574	0.9569	0.9563	0.9558	0.9552	0.9547	0.9541	0.9535	0.9529	0.9523	0.9516	0.9510	0.9503	0.9496	0.9489	0.9482	0.9475	0.9468	0.9461	0.9454	0.9447	0.9440	0.9433	0.9426	0.9420	0.9414	0.9408	0.9402	0.9397	0.9392	0.9388	0.9385	0.9383	0.9381	0.9380	0.9381	0.9382	0.9385	0.9389	0.9394	0.9401	0.9409	0.9418	0.9430	0.9442	0.9457	0.9472	0.9490	0.9509	0.9529	0.9551	0.9574	0.9598	0.9624	0.9650	0.9677	0.9705	0.9734	0.9763	0.9793	0.9822	0.9852	0.9882	0.9912	0.9941	0.9970	0.9998	1.0026	1.0053	1.0080	1.0105	1.0130	1.0154	1.0177	1.0199	1.0220	1.0240	1.0259	1.0277	1.0294	1.0310	1.0326	1.0340	1.0353	1.0366	1.0377	1.0388	1.0398	1.0407	1.0415	1.0423	1.0430	1.0436	1.0442	1.0447	1.0452	1.0456	1.0460	
0.9580	0.9575	0.9570	0.9565	0.9559	0.9554	0.9548	0.9542	0.9536	0.9530	0.9523	0.9517	0.9510	0.9503	0.9496	0.9489	0.9481	0.9474	0.9466	0.9459	0.9451	0.9443	0.9436	0.9428	0.9420	0.9413	0.9405	0.9398	0.9392	0.9385	0.9379	0.9374	0.9369	0.9365	0.9362	0.9359	0.9358	0.9358	0.9358	0.9361	0.9364	0.9369	0.9375	0.9383	0.9393	0.9404	0.9417	0.9432	0.9448	0.9466	0.9486	0.9508	0.9530	0.9555	0.9580	0.9607	0.9635	0.9664	0.9694	0.9724	0.9755	0.9786	0.9818	0.9849	0.9880	0.9912	0.9943	0.9973	1.0003	1.0032	1.0061	1.0088	1.0115	1.0141	1.0166	1.0190	1.0212	1.0234	1.0255	1.0274	1.0293	1.0310	1.0327	1.0342	1.0356	1.0370	1.0382	1.0394	1.0404	1.0414	1.0423	1.0432	1.0439	1.0446	1.0452	1.0458	1.0463	1.0467	1.0471	1.0474	
0.9577	0.9572	0.9566	0.9561	0.9555	0.9549	0.9544	0.9537	0.9531	0.9524	0.9518	0.9511	0.9504	0.9496	0.9489	0.9481	0.9473	0.9466	0.9457	0.9449	0.9441	0.9432	0.9424	0.9416	0.9407	0.9399	0.9391	0.9383	0.9375	0.9368	0.9361	0.9355	0.9349	0.9344	0.9340	0.9337	0.9334	0.9333	0.9333	0.9335	0.9338	0.9342	0.9348	0.9356	0.9366	0.9377	0.9390	0.9406	0.9423	0.9441	0.9462	0.9484	0.9508	0.9534	0.9561	0.9590	0.9619	0.9650	0.9681	0.9713	0.9746	0.9779	0.9813	0.9846	0.9879	0.9912	0.9945	0.9977	1.0008	1.0039	1.0069	1.0098	1.0126	1.0153	1.0178	1.0203	1.0227	1.0249	1.0270	1.0290	1.0309	1.0327	1.0344	1.0359	1.0374	1.0387	1.0400	1.0411	1.0422	1.0432	1.0441	1.0449	1.0456	1.0463	1.0469	1.0474	1.0479	1.0483	1.0486	1.0489	
0.9574	0.9568	0.9563	0.9557	0.9552	0.9546	0.9539	0.9533	0.9526	0.9520	0.9512	0.9505	0.9498	0.9490	0.9482	0.9474	0.9466	0.9457	0.9449	0.9440	0.9431	0.9422	0.9413	0.9403	0.9394	0.9385	0.9376	0.9367	0.9359	0.9350	0.9343	0.9335	0.9328	0.9322	0.9317	0.9313	0.9310	0.9308	0.9307	0.9308	0.9310	0.9314	0.9320	0.9327	0.9337	0.9348	0.9362	0.9377	0.9395	0.9415	0.9436	0.9460	0.9485	0.9512	0.9541	0.9571	0.9602	0.9635	0.9668	0.9702	0.9737	0.9772	0.9808	0.9843	0.9878	0.9913	0.9948	0.9981	1.0014	1.0047	1.0078	1.0108	1.0137	1.0165	1.0192	1.0218	1.0242	1.0265	1.0287	1.0308	1.0327	1.0345	1.0362	1.0378	1.0392	1.0406	1.0418	1.0430	1.0440	1.0450	1.0459	1.0467	1.0474	1.0480	1.0486	1.0491	1.0495	1.0499	1.0502	1.0505	
0.9571	0.9565	0.9560	0.9554	0.9548	0.9542	0.9535	0.9529	0.9522	0.9515	0.9507	0.9500	0.9492	0.9484	0.9476	0.9467	0.9458	0.9449	0.9440	0.9431	0.9421	0.9411	0.9401	0.9391	0.9381	0.9371	0.9361	0.9351	0.9342	0.9332	0.9323	0.9315	0.9307	0.9300	0.9294	0.9288	0.9284	0.9281	0.9279	0.9279	0.9281	0.9284	0.9289	0.9297	0.9306	0.9317	0.9331	0.9347	0.9365	0.9386	0.9408	0.9433	0.9460	0.9488	0.9519	0.9551	0.9584	0.9619	0.9654	0.9691	0.9728	0.9765	0.9803	0.9840	0.9877	0.9914	0.9951	0.9987	1.0021	1.0055	1.0088	1.0120	1.0150	1.0179	1.0207	1.0234	1.0259	1.0283	1.0305	1.0326	1.0346	1.0364	1.0381	1.0397	1.0412	1.0426	1.0438	1.0449	1.0460	1.0469	1.0478	1.0485	1.0492	1.0498	1.0503	1.0508	1.0512	1.0515	1.0518	1.0521	
